Tournament,Date,Team_1,Team_2,Score_1,Score_2,Game_Rank_Diff_USAU,Game_Wght_USAU,Is_Ignored_USAU,Team_Rank_Diff_USAU
UK Nationals,2023-08-27,Clapham Ultimate,Bristol Open,15,10,453.604,1.000,0,547.540
UK Nationals,2023-08-27,Clapham Ultimate,PELT Ultimate,15,3,600.000,1.000,1,830.780
UK Nationals,2023-08-27,Clapham Ultimate,XVI,15,10,453.604,1.000,0,760.600
UK Nationals,2023-08-27,Dublin Frisbee 7s,Reading Open,14,13,125.000,1.000,0,-84.650
UK Nationals,2023-08-27,Ka-Pow!,Dublin Frisbee 7s,15,9,515.481,1.000,0,253.650
UK Nationals,2023-08-27,Ka-Pow!,Newcastle Brown,15,14,125.000,1.000,0,14.590
UK Nationals,2023-08-27,Newcastle Brown,Ka-Pow!,13,12,125.000,1.000,0,-14.590
UK Nationals,2023-08-27,Newcastle Brown,Reading Open,13,12,125.000,1.000,0,154.410
UK Nationals,2023-08-27,PELT Ultimate,Dublin Frisbee 7s,14,10,398.702,1.000,0,450.910
UK Nationals,2023-08-27,PELT Ultimate,Reading Open,15,10,453.604,1.000,0,366.260
UK Nationals,2023-08-27,PELT Ultimate,XVI,12,11,125.000,1.000,0,-70.180
UK Nationals,2023-08-27,Ranelagh,Bristol Open,15,9,515.481,1.000,0,180.420
UK Nationals,2023-08-27,Ranelagh,Dublin Frisbee 7s,15,6,600.000,1.000,1,914.570
UK Nationals,2023-08-27,Ranelagh,XVI,15,13,214.179,1.000,0,393.480
UK Nationals,2023-08-27,Reading Open,Ka-Pow!,14,13,125.000,1.000,0,-169.000
UK Nationals,2023-08-27,SmashD,Bristol Open,11,9,249.207,1.000,0,-75.870
UK Nationals,2023-08-27,SmashD,Newcastle Brown,15,6,600.000,1.000,0,419.220
UK Nationals,2023-08-27,SmashD,Reading Open,15,7,600.000,1.000,0,573.630
UK Nationals,2023-08-27,XVI,Ka-Pow!,15,10,453.604,1.000,0,267.440
UK Nationals,2023-08-27,XVI,PELT Ultimate,15,12,300.492,1.000,0,70.180
